Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,19.31,-2.59,21.6,23.47,19.02,3053,N.A.
15DEC2021_00:00:00.000000,,,,,,,
03:15 - 03:20,21.53,-0.37,21.6,21.62,21.53,20,N.A.
03:20 - 03:25,21.54,0.01,21.53,21.56,21.51,20,N.A.
03:25 - 03:30,21.61,0.07,21.55,21.61,21.54,20,N.A.
03:30 - 03:35,21.68,0.07,21.65,21.68,21.62,20,N.A.
03:35 - 03:40,21.71,0.03,21.68,21.74,21.67,20,N.A.
03:40 - 03:45,21.69,-0.02,21.71,21.77,21.69,20,N.A.
03:45 - 03:50,21.67,-0.02,21.69,21.7,21.66,20,N.A.
03:50 - 03:55,21.58,-0.09,21.7,21.7,21.58,20,N.A.
03:55 - 04:00,21.66,0.08,21.58,21.66,21.58,20,N.A.
04:00 - 04:05,21.64,-0.02,21.66,21.66,21.62,20,N.A.
04:05 - 04:10,21.69,0.05,21.65,21.69,21.64,20,N.A.
04:10 - 04:15,21.78,0.09,21.69,21.78,21.67,20,N.A.
04:15 - 04:20,21.9,0.12,21.81,21.91,21.8,20,N.A.
04:20 - 04:25,21.98,0.08,21.91,21.99,21.91,20,N.A.
04:25 - 04:30,22.07,0.09,22,22.1,21.99,20,N.A.
04:30 - 04:35,21.92,-0.15,22.05,22.07,21.92,20,N.A.
04:35 - 04:40,21.89,-0.03,21.93,21.93,21.87,20,N.A.
04:40 - 04:45,21.94,0.05,21.91,21.97,21.9,20,N.A.
04:45 - 04:50,21.92,-0.02,21.94,21.94,21.91,20,N.A.
04:50 - 04:55,21.96,0.04,21.92,21.97,21.9,20,N.A.
04:55 - 05:00,21.94,-0.02,21.97,21.97,21.91,20,N.A.
05:00 - 05:05,21.94,0,21.96,22.01,21.94,20,N.A.
05:05 - 05:10,21.95,0.01,21.95,21.95,21.94,20,N.A.
05:10 - 05:15,21.99,0.04,21.95,22,21.95,20,N.A.
05:15 - 05:20,21.93,-0.06,21.99,21.99,21.92,20,N.A.
05:20 - 05:25,21.96,0.03,21.94,21.97,21.94,20,N.A.
05:25 - 05:30,21.89,-0.07,21.95,21.95,21.89,20,N.A.
05:30 - 05:35,21.89,0,21.87,21.89,21.84,20,N.A.
05:35 - 05:40,21.88,-0.01,21.89,21.9,21.88,20,N.A.
05:40 - 05:45,21.85,-0.03,21.88,21.9,21.85,20,N.A.
05:45 - 05:50,21.87,0.02,21.85,21.89,21.84,20,N.A.
05:50 - 05:55,21.87,0,21.87,21.9,21.86,20,N.A.
05:55 - 06:00,21.82,-0.05,21.87,21.91,21.82,20,N.A.
06:00 - 06:05,21.88,0.06,21.8,21.88,21.78,20,N.A.
06:05 - 06:10,21.9,0.02,21.87,21.9,21.85,20,N.A.
06:10 - 06:15,21.92,0.02,21.9,21.93,21.89,20,N.A.
06:15 - 06:20,21.94,0.02,21.92,21.95,21.9,20,N.A.
