Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,19.23,-0.56,20.1,20.95,19.18,3051,N.A.
17MAR2021_00:00:00.000000,,,,,,,
03:15 - 03:20,20.16,0.37,20.1,20.17,20.1,20,N.A.
03:20 - 03:25,20.16,0,20.17,20.2,20.02,20,N.A.
03:25 - 03:30,20.12,-0.04,20.16,20.16,20.12,20,N.A.
03:30 - 03:35,20.12,0,20.13,20.13,20.12,20,N.A.
03:35 - 03:40,20.1,-0.02,20.11,20.11,19.98,20,N.A.
03:40 - 03:45,20.1,0,20.09,20.1,20.09,20,N.A.
03:45 - 03:50,20.09,-0.01,20.11,20.11,20.08,20,N.A.
03:50 - 03:55,20.14,0.05,20.1,20.14,20.1,20,N.A.
03:55 - 04:00,20.1,-0.04,20.13,20.13,19.95,20,N.A.
04:00 - 04:05,20.04,-0.06,20.11,20.13,20.03,20,N.A.
04:05 - 04:10,20.02,-0.02,20.02,20.06,20.02,20,N.A.
04:10 - 04:15,20,-0.02,20.02,20.02,19.98,20,N.A.
04:15 - 04:20,20.22,0.22,20.05,20.22,20.02,20,N.A.
04:20 - 04:25,20.25,0.03,20.22,20.26,20.22,20,N.A.
04:25 - 04:30,20.24,-0.01,20.25,20.28,20.23,20,N.A.
04:30 - 04:35,20.18,-0.06,20.24,20.24,20.17,20,N.A.
04:35 - 04:40,20.16,-0.02,20.18,20.2,20.15,20,N.A.
04:40 - 04:45,20.15,-0.01,20.16,20.17,20.12,20,N.A.
04:45 - 04:50,20.12,-0.03,20.17,20.17,20.1,20,N.A.
04:50 - 04:55,20.11,-0.01,20.12,20.13,20.11,20,N.A.
04:55 - 05:00,20.12,0.01,20.12,20.13,20.11,20,N.A.
05:00 - 05:05,20.12,0,20.12,20.15,20.02,20,N.A.
05:05 - 05:10,20.11,-0.01,20.12,20.12,20.1,20,N.A.
05:10 - 05:15,20.13,0.02,20.11,20.14,20.08,20,N.A.
05:15 - 05:20,20.09,-0.04,20.13,20.13,20.08,20,N.A.
05:20 - 05:25,20.02,-0.07,20.09,20.09,20.02,20,N.A.
05:25 - 05:30,20.05,0.03,20.06,20.08,20.04,20,N.A.
05:30 - 05:35,20.09,0.04,20.06,20.09,20.05,20,N.A.
05:35 - 05:40,20.18,0.09,20.09,20.18,20.09,20,N.A.
05:40 - 05:45,20.17,-0.01,20.19,20.19,20.08,20,N.A.
05:45 - 05:50,20.22,0.05,20.18,20.22,20.11,20,N.A.
05:50 - 05:55,20.25,0.03,20.21,20.25,20.21,20,N.A.
05:55 - 06:00,20.15,-0.1,20.25,20.25,20.15,20,N.A.
06:00 - 06:05,20.23,0.08,20.15,20.24,20.15,20,N.A.
06:05 - 06:10,20.23,0,20.24,20.24,20.13,20,N.A.
06:10 - 06:15,20.22,-0.01,20.23,20.23,20.21,20,N.A.
06:15 - 06:20,20.23,0.01,20.23,20.25,20.23,20,N.A.
06:20 - 06:25,20.23,0,20.23,20.26,20.23,20,N.A.
06:25 - 06:30,20.2,-0.03,20.23,20.23,20.13,20,N.A.
06:30 - 06:35,20.18,-0.02,20.2,20.21,20.18,20,N.A.
06:35 - 06:40,20.09,-0.09,20.18,20.19,20.09,20,N.A.
06:40 - 06:45,20.1,0.01,20.09,20.11,20.07,20,N.A.
06:45 - 06:50,20.12,0.02,20.09,20.12,20.09,20,N.A.
06:50 - 06:55,20.05,-0.07,20.12,20.12,20.05,20,N.A.
06:55 - 07:00,20.09,0.04,20.05,20.1,20.03,20,N.A.
07:00 - 07:05,20.15,0.06,20.09,20.16,20.08,20,N.A.
07:05 - 07:10,20.15,0,20.15,20.19,20.08,20,N.A.
07:10 - 07:15,20.22,0.07,20.15,20.23,20.09,20,N.A.
07:15 - 07:20,20.47,0.25,20.22,20.47,20.19,20,N.A.
07:20 - 07:25,20.5,0.03,20.49,20.51,20.37,20,N.A.
07:25 - 07:30,20.53,0.03,20.51,20.56,20.46,20,N.A.
07:30 - 07:35,20.63,0.1,20.53,20.66,20.52,20,N.A.
07:35 - 07:40,20.56,-0.07,20.64,20.69,20.56,20,N.A.
07:40 - 07:45,20.66,0.1,20.63,20.69,20.63,20,N.A.
07:45 - 07:50,20.6,-0.06,20.68,20.7,20.51,20,N.A.
07:50 - 07:55,20.65,0.05,20.59,20.68,20.59,20,N.A.
07:55 - 08:00,20.62,-0.03,20.63,20.63,20.58,20,N.A.
08:00 - 08:05,20.66,0.04,20.63,20.71,20.61,20,N.A.
08:05 - 08:10,20.66,0,20.66,20.68,20.65,20,N.A.
08:10 - 08:15,20.53,-0.13,20.63,20.67,20.53,20,N.A.
08:15 - 08:20,20.46,-0.07,20.56,20.56,20.46,20,N.A.
08:20 - 08:25,20.49,0.03,20.46,20.5,20.45,20,N.A.
08:25 - 08:30,20.5,0.01,20.48,20.5,20.4,20,N.A.
08:30 - 08:35,20.49,-0.01,20.5,20.54,20.46,20,N.A.
08:35 - 08:40,20.49,0,20.49,20.52,20.48,20,N.A.
08:40 - 08:45,20.52,0.03,20.49,20.53,20.47,20,N.A.
08:45 - 08:50,20.46,-0.06,20.52,20.52,20.44,20,N.A.
08:50 - 08:55,20.51,0.05,20.46,20.53,20.41,20,N.A.
08:55 - 09:00,20.41,-0.1,20.5,20.5,20.39,20,N.A.
09:00 - 09:05,20.42,0.01,20.4,20.46,20.38,20,N.A.
09:05 - 09:10,20.83,0.41,20.41,20.83,20.41,20,N.A.
09:10 - 09:15,20.87,0.04,20.81,20.87,20.8,20,N.A.
09:30 - 09:35,20.8,-0.07,20.78,20.88,20.78,11,N.A.
09:35 - 09:40,20.9,0.1,20.83,20.9,20.83,20,N.A.
09:40 - 09:45,20.75,-0.15,20.9,20.94,20.74,20,N.A.
09:45 - 09:50,20.62,-0.13,20.68,20.71,20.55,20,N.A.
09:50 - 09:55,20.75,0.13,20.63,20.75,20.63,20,N.A.
09:55 - 10:00,20.67,-0.08,20.67,20.79,20.67,20,N.A.
10:00 - 10:05,20.77,0.1,20.67,20.77,20.66,20,N.A.
10:05 - 10:10,20.67,-0.1,20.78,20.92,20.65,20,N.A.
10:10 - 10:15,20.56,-0.11,20.65,20.65,20.55,20,N.A.
10:15 - 10:20,20.36,-0.2,20.54,20.58,20.35,20,N.A.
10:20 - 10:25,20.4,0.04,20.36,20.48,20.35,20,N.A.
