Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,3936.97,-65.9,4002.04,4039.49,3936.17,24300,N.A.
22MAR2023_00:00:00.000000,,,,,,,
09:30 - 09:35,3998.1,-4.77,4002.04,4003.99,3996.66,300,N.A.
09:35 - 09:40,4000.73,2.63,3998.34,4001.95,3997.13,300,N.A.
09:40 - 09:45,3996.95,-3.78,4000.69,4000.88,3996.19,300,N.A.
09:45 - 09:50,3998.64,1.69,3997.01,4000.29,3995.7,300,N.A.
09:50 - 09:55,3999.66,1.02,3998.91,4003.15,3998.24,300,N.A.
09:55 - 10:00,4000.9,1.24,3999.72,4001.7,3997.82,300,N.A.
10:00 - 10:05,4000.95,0.05,4000.79,4002.2,3999.5,300,N.A.
10:05 - 10:10,4001.6,0.65,4000.93,4002.73,4000.37,300,N.A.
10:10 - 10:15,3999.48,-2.12,4001.61,4002.9,3998.57,300,N.A.
10:15 - 10:20,4003.2,3.72,3999.33,4003.89,3998.78,300,N.A.
10:20 - 10:25,4006.62,3.42,4003.35,4007.42,4003.35,300,N.A.
10:25 - 10:30,4012.88,6.26,4006.63,4013.43,4006.05,300,N.A.
10:30 - 10:35,4011.96,-0.92,4013.29,4014.11,4010.98,300,N.A.
10:35 - 10:40,4010.71,-1.25,4012.01,4012.07,4009.74,300,N.A.
10:40 - 10:45,4011.44,0.73,4010.72,4011.68,4010,300,N.A.
10:45 - 10:50,4009.17,-2.27,4011.32,4012.23,4008.58,300,N.A.
10:50 - 10:55,4009.28,0.11,4009.21,4010.35,4006.72,300,N.A.
10:55 - 11:00,4007.9,-1.38,4009.2,4009.35,4007.47,300,N.A.
11:00 - 11:05,4005.99,-1.91,4007.94,4008.97,4005.87,300,N.A.
11:05 - 11:10,4004.14,-1.85,4005.94,4006.73,4004.14,300,N.A.
11:10 - 11:15,4002.24,-1.9,4004.17,4005.57,3999.82,300,N.A.
11:15 - 11:20,4001.97,-0.27,4002.38,4003.1,4001.75,300,N.A.
11:20 - 11:25,4005.37,3.4,4002.09,4005.38,4001.8,300,N.A.
11:25 - 11:30,4003.86,-1.51,4005.56,4005.9,4003.26,300,N.A.
11:30 - 11:35,4005.76,1.9,4004.04,4006.64,4004.04,300,N.A.
11:35 - 11:40,4005.98,0.22,4005.8,4006.72,4003.83,300,N.A.
11:40 - 11:45,4003.2,-2.78,4005.98,4006.68,4003.01,300,N.A.
11:45 - 11:50,4004.75,1.55,4003.18,4005.95,4002.76,300,N.A.
11:50 - 11:55,4005.17,0.42,4004.67,4006.08,4004.23,300,N.A.
11:55 - 12:00,4004.27,-0.9,4005.1,4005.58,4004.01,300,N.A.
12:00 - 12:05,4002.53,-1.74,4004.25,4004.58,4002.36,300,N.A.
12:05 - 12:10,4000.57,-1.96,4002.49,4002.87,4000.14,300,N.A.
12:10 - 12:15,3998.23,-2.34,4000.57,4000.68,3997.57,300,N.A.
12:15 - 12:20,3997.48,-0.75,3998.14,3998.72,3996.59,300,N.A.
12:20 - 12:25,3998.36,0.88,3997.49,3998.83,3995.68,300,N.A.
12:25 - 12:30,3997.74,-0.62,3998.35,3999.84,3997.69,300,N.A.
12:30 - 12:35,3996.29,-1.45,3997.67,3998.65,3995.9,300,N.A.
12:35 - 12:40,3995.63,-0.66,3996.3,3996.95,3994.88,300,N.A.
12:40 - 12:45,3996.69,1.06,3995.86,3996.81,3994.7,300,N.A.
12:45 - 12:50,3995.31,-1.38,3996.64,3996.94,3994.3,300,N.A.
12:50 - 12:55,3996.1,0.79,3995.24,3997.04,3995.13,300,N.A.
12:55 - 13:00,3994.62,-1.48,3996.05,3996.05,3993.78,300,N.A.
13:00 - 13:05,3991.16,-3.46,3994.68,3994.7,3990.67,300,N.A.
13:05 - 13:10,3990.59,-0.57,3991.18,3992.33,3989.19,300,N.A.
13:10 - 13:15,3993.03,2.44,3990.45,3993.06,3990.15,300,N.A.
13:15 - 13:20,3994.49,1.46,3993.04,3994.71,3992.75,300,N.A.
13:20 - 13:25,3995.16,0.67,3994.53,3996,3994.11,300,N.A.
13:25 - 13:30,3997.17,2.01,3995.15,3997.48,3995.07,300,N.A.
13:30 - 13:35,3997.85,0.68,3997.29,3999.38,3997.29,300,N.A.
13:35 - 13:40,3997.7,-0.15,3997.86,3998.63,3996.43,300,N.A.
13:40 - 13:45,3998.66,0.96,3997.7,3998.74,3996.87,300,N.A.
13:45 - 13:50,3999.3,0.64,3998.6,3999.59,3998.49,300,N.A.
13:50 - 13:55,4000.26,0.96,3999.41,4000.26,3999.3,300,N.A.
13:55 - 14:00,4000.91,0.65,4000.26,4002.36,3999.99,300,N.A.
14:00 - 14:05,4017.93,17.02,4001.39,4019.74,4000.49,300,N.A.
14:05 - 14:10,4015.88,-2.05,4018.38,4031.43,4015.33,300,N.A.
14:10 - 14:15,4006.09,-9.79,4016.52,4018.41,4003.06,300,N.A.
14:15 - 14:20,4016.19,10.1,4006.84,4017.47,4005.72,300,N.A.
14:20 - 14:25,4008.7,-7.49,4016.4,4016.4,4005.9,300,N.A.
14:25 - 14:30,4014.46,5.76,4008.5,4015.47,4007.59,300,N.A.
14:30 - 14:35,4011.08,-3.38,4014.54,4022.44,4007.77,300,N.A.
14:35 - 14:40,4008.77,-2.31,4010.49,4014.61,3990.59,300,N.A.
14:40 - 14:45,4024.93,16.16,4008.53,4030.04,4008.53,300,N.A.
14:45 - 14:50,4032.89,7.96,4025.29,4039.49,4022.64,300,N.A.
14:50 - 14:55,4019.23,-13.66,4033.31,4035.8,4018.17,300,N.A.
14:55 - 15:00,4001.2,-18.03,4019.31,4021.28,4000.38,300,N.A.
15:00 - 15:05,3985.21,-15.99,3999.79,4005.04,3984.1,300,N.A.
15:05 - 15:10,3979.76,-5.45,3984.14,3988.24,3972.81,300,N.A.
15:10 - 15:15,3989.17,9.41,3979.98,3990.48,3975.27,300,N.A.
15:15 - 15:20,3995.46,6.29,3990.32,3999.78,3989.72,300,N.A.
15:20 - 15:25,4002.9,7.44,3995.57,4013.09,3994.01,300,N.A.
15:25 - 15:30,4004.54,1.64,4003.3,4007.1,3996,300,N.A.
15:30 - 15:35,3989.76,-14.78,4004.56,4006.28,3987.43,300,N.A.
15:35 - 15:40,3983.18,-6.58,3990.3,3991.81,3979.35,300,N.A.
15:40 - 15:45,3978.62,-4.56,3983.52,3988.69,3978.62,300,N.A.
15:45 - 15:50,3971.3,-7.32,3978.02,3978.15,3966.68,300,N.A.
15:50 - 15:55,3951.76,-19.54,3968.65,3970.19,3951.13,300,N.A.
15:55 - 16:00,3936.17,-15.59,3952.39,3952.39,3936.17,300,N.A.
16:00 - 16:05,3936.97,0.8,3936.47,3936.97,3936.47,300,N.A.
16:05 - 16:10,3936.97,0,3936.97,3936.97,3936.97,300,N.A.
16:10 - 16:15,3936.97,0,3936.97,3936.97,3936.97,300,N.A.
