Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,1.3462,0.0014,1.3448,1.3477,1.3396,1099866,N.A.
19SEP2023_00:00:00.000000,,,,,,,
17:00 - 17:05,1.3446,-0.0002,1.3448,1.3449,1.3441,1394,N.A.
17:05 - 17:10,1.3446,0,1.3446,1.3446,1.3445,1479,N.A.
17:10 - 17:15,1.3446,0,1.3446,1.3446,1.3445,1424,N.A.
17:15 - 17:20,1.3446,0,1.3446,1.3446,1.3445,1535,N.A.
17:20 - 17:25,1.3446,0,1.3446,1.3446,1.3446,1857,N.A.
17:25 - 17:30,1.3446,0,1.3446,1.3446,1.3446,1889,N.A.
17:30 - 17:35,1.3448,0.0002,1.3446,1.3448,1.3445,1906,N.A.
17:35 - 17:40,1.3447,-0.0001,1.3448,1.3448,1.3445,2004,N.A.
17:40 - 17:45,1.3447,0,1.3447,1.3448,1.3447,1604,N.A.
17:45 - 17:50,1.3447,0,1.3447,1.3448,1.3447,1744,N.A.
17:50 - 17:55,1.3447,0,1.3447,1.3447,1.3447,1658,N.A.
17:55 - 18:00,1.3447,0,1.3447,1.3447,1.3447,1868,N.A.
18:00 - 18:05,1.3445,-0.0002,1.3448,1.3448,1.3444,2803,N.A.
18:05 - 18:10,1.3445,0,1.3445,1.3445,1.3444,2443,N.A.
18:10 - 18:15,1.3444,-0.0001,1.3445,1.3445,1.3444,2416,N.A.
18:15 - 18:20,1.3443,-0.0001,1.3444,1.3444,1.3443,2136,N.A.
18:20 - 18:25,1.3443,0,1.3443,1.3443,1.3443,2340,N.A.
18:25 - 18:30,1.3445,0.0002,1.3443,1.3445,1.3443,2484,N.A.
18:30 - 18:35,1.3445,0,1.3445,1.3446,1.3444,2391,N.A.
18:35 - 18:40,1.3446,0.0001,1.3445,1.3446,1.3445,2416,N.A.
18:40 - 18:45,1.3445,-0.0001,1.3446,1.3446,1.3445,2285,N.A.
18:45 - 18:50,1.3445,0,1.3445,1.3445,1.3445,2013,N.A.
18:50 - 18:55,1.3445,0,1.3445,1.3446,1.3445,2009,N.A.
18:55 - 19:00,1.3448,0.0003,1.3445,1.3448,1.3445,2191,N.A.
19:00 - 19:05,1.3448,0,1.3448,1.3449,1.3448,2609,N.A.
19:05 - 19:10,1.3448,0,1.3448,1.3448,1.3448,2164,N.A.
19:10 - 19:15,1.3446,-0.0002,1.3448,1.3448,1.3446,2315,N.A.
19:15 - 19:20,1.3446,0,1.3446,1.3447,1.3446,2441,N.A.
19:20 - 19:25,1.3445,-0.0001,1.3446,1.3446,1.3445,2302,N.A.
19:25 - 19:30,1.3445,0,1.3445,1.3446,1.3445,2486,N.A.
19:30 - 19:35,1.3445,0,1.3445,1.3445,1.3445,2520,N.A.
19:35 - 19:40,1.3445,0,1.3445,1.3445,1.3445,2613,N.A.
19:40 - 19:45,1.3445,0,1.3445,1.3445,1.3445,2514,N.A.
19:45 - 19:50,1.3443,-0.0002,1.3445,1.3445,1.3443,2781,N.A.
19:50 - 19:55,1.3443,0,1.3443,1.3443,1.3443,2633,N.A.
19:55 - 20:00,1.3443,0,1.3443,1.3444,1.3443,2747,N.A.
20:00 - 20:05,1.3445,0.0002,1.3443,1.3446,1.3443,3825,N.A.
20:05 - 20:10,1.3446,0.0001,1.3445,1.3447,1.3445,3295,N.A.
20:10 - 20:15,1.3449,0.0003,1.3446,1.3449,1.3446,3268,N.A.
20:15 - 20:20,1.3447,-0.0002,1.3448,1.3449,1.3447,3533,N.A.
20:20 - 20:25,1.3447,0,1.3447,1.3447,1.3447,3660,N.A.
20:25 - 20:30,1.3446,-0.0001,1.3447,1.3448,1.3446,3291,N.A.
20:30 - 20:35,1.3445,-0.0001,1.3446,1.3446,1.3444,3190,N.A.
20:35 - 20:40,1.3445,0,1.3445,1.3445,1.3444,3217,N.A.
20:40 - 20:45,1.3448,0.0003,1.3445,1.3449,1.3445,3395,N.A.
20:45 - 20:50,1.3448,0,1.3448,1.3448,1.3447,3120,N.A.
20:50 - 20:55,1.3447,-0.0001,1.3448,1.3448,1.3447,3204,N.A.
20:55 - 21:00,1.3446,-0.0001,1.3447,1.3448,1.3446,3294,N.A.
21:00 - 21:05,1.3447,0.0001,1.3446,1.3448,1.3446,3633,N.A.
21:05 - 21:10,1.3446,-0.0001,1.3447,1.3448,1.3446,3264,N.A.
21:10 - 21:15,1.3448,0.0002,1.3446,1.3449,1.3446,3567,N.A.
21:15 - 21:20,1.3448,0,1.3448,1.345,1.3446,3812,N.A.
21:20 - 21:25,1.3447,-0.0001,1.3448,1.3448,1.3445,3365,N.A.
21:25 - 21:30,1.3447,0,1.3447,1.3448,1.3447,3368,N.A.
21:30 - 21:35,1.3448,0.0001,1.3447,1.3449,1.3447,3739,N.A.
21:35 - 21:40,1.3448,0,1.3448,1.3449,1.3447,3423,N.A.
21:40 - 21:45,1.3447,-0.0001,1.3448,1.3448,1.3445,3374,N.A.
21:45 - 21:50,1.3449,0.0002,1.3447,1.3449,1.3447,3364,N.A.
21:50 - 21:55,1.3447,-0.0002,1.3449,1.3449,1.3447,3415,N.A.
21:55 - 22:00,1.3448,0.0001,1.3447,1.3448,1.3446,3799,N.A.
22:00 - 22:05,1.3448,0,1.3448,1.3449,1.3447,3350,N.A.
22:05 - 22:10,1.345,0.0002,1.3448,1.345,1.3448,3472,N.A.
22:10 - 22:15,1.3451,0.0001,1.345,1.3452,1.345,3393,N.A.
22:15 - 22:20,1.3453,0.0002,1.3451,1.3454,1.3451,3256,N.A.
22:20 - 22:25,1.3456,0.0003,1.3453,1.3457,1.3453,3387,N.A.
22:25 - 22:30,1.3457,0.0001,1.3456,1.3458,1.3456,3271,N.A.
22:30 - 22:35,1.3458,0.0001,1.3457,1.3459,1.3457,3392,N.A.
22:35 - 22:40,1.3457,-0.0001,1.3458,1.3458,1.3456,3465,N.A.
22:40 - 22:45,1.3458,0.0001,1.3457,1.3458,1.3457,3276,N.A.
22:45 - 22:50,1.3457,-0.0001,1.3458,1.3458,1.3457,3280,N.A.
22:50 - 22:55,1.346,0.0003,1.3457,1.3462,1.3457,3275,N.A.
22:55 - 23:00,1.3461,0.0001,1.346,1.3461,1.3459,3449,N.A.
23:00 - 23:05,1.346,-0.0001,1.3461,1.3461,1.3459,3504,N.A.
23:05 - 23:10,1.346,0,1.346,1.346,1.3458,3299,N.A.
23:10 - 23:15,1.346,0,1.346,1.3461,1.3459,3610,N.A.
23:15 - 23:20,1.3458,-0.0002,1.346,1.3461,1.3458,3364,N.A.
23:20 - 23:25,1.346,0.0002,1.3458,1.346,1.3458,3397,N.A.
23:25 - 23:30,1.346,0,1.346,1.346,1.3459,3136,N.A.
23:30 - 23:35,1.3462,0.0002,1.346,1.3462,1.346,3414,N.A.
23:35 - 23:40,1.3463,0.0001,1.3462,1.3464,1.3462,3297,N.A.
23:40 - 23:45,1.3462,-0.0001,1.3463,1.3464,1.3462,3434,N.A.
23:45 - 23:50,1.3464,0.0002,1.3462,1.3465,1.3462,3384,N.A.
23:50 - 23:55,1.3464,0,1.3464,1.3464,1.3463,3574,N.A.
23:55 - 00:00,1.3463,-0.0001,1.3464,1.3465,1.3463,3397,N.A.
20SEP2023_00:00:00.000000,,,,,,,
00:00 - 00:05,1.3462,-0.0001,1.3463,1.3463,1.3461,2949,N.A.
00:05 - 00:10,1.3462,0,1.3462,1.3463,1.3462,3195,N.A.
00:10 - 00:15,1.3461,-0.0001,1.3462,1.3462,1.3461,2856,N.A.
00:15 - 00:20,1.346,-0.0001,1.3461,1.3462,1.346,3220,N.A.
00:20 - 00:25,1.346,0,1.346,1.346,1.346,2942,N.A.
00:25 - 00:30,1.3459,-0.0001,1.346,1.346,1.3459,3176,N.A.
00:30 - 00:35,1.3459,0,1.3459,1.3459,1.3458,3304,N.A.
00:35 - 00:40,1.346,0.0001,1.3459,1.346,1.3458,3222,N.A.
00:40 - 00:45,1.3462,0.0002,1.346,1.3462,1.346,3099,N.A.
00:45 - 00:50,1.3461,-0.0001,1.3462,1.3462,1.3461,3085,N.A.
00:50 - 00:55,1.3459,-0.0002,1.3461,1.3461,1.3459,3049,N.A.
00:55 - 01:00,1.3459,0,1.3459,1.346,1.3459,3225,N.A.
01:00 - 01:05,1.346,0.0001,1.3459,1.3461,1.3459,3508,N.A.
01:05 - 01:10,1.3458,-0.0002,1.346,1.346,1.3458,3462,N.A.
