Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,108.6,-0.1,108.7,109.08,108.57,991001,N.A.
27APR2021_00:00:00.000000,,,,,,,
17:00 - 17:05,108.71,0.01,108.7,108.71,108.67,2426,N.A.
17:05 - 17:10,108.71,0,108.71,108.71,108.69,3660,N.A.
17:10 - 17:15,108.7,-0.01,108.71,108.71,108.7,3571,N.A.
17:15 - 17:20,108.71,0.01,108.7,108.71,108.7,3601,N.A.
17:20 - 17:25,108.71,0,108.71,108.71,108.7,3735,N.A.
17:25 - 17:30,108.71,0,108.71,108.71,108.7,6902,N.A.
17:30 - 17:35,108.68,-0.03,108.71,108.71,108.68,5588,N.A.
17:35 - 17:40,108.69,0.01,108.68,108.7,108.68,5604,N.A.
17:40 - 17:45,108.69,0,108.69,108.7,108.69,5463,N.A.
17:45 - 17:50,108.69,0,108.69,108.69,108.69,4530,N.A.
17:50 - 17:55,108.69,0,108.69,108.7,108.69,4389,N.A.
17:55 - 18:00,108.71,0.02,108.69,108.73,108.68,4722,N.A.
18:00 - 18:05,108.72,0.01,108.71,108.73,108.7,3695,N.A.
18:05 - 18:10,108.73,0.01,108.72,108.73,108.72,2654,N.A.
18:10 - 18:15,108.72,-0.01,108.73,108.73,108.72,2806,N.A.
18:15 - 18:20,108.72,0,108.72,108.72,108.72,2722,N.A.
18:20 - 18:25,108.72,0,108.72,108.72,108.71,2664,N.A.
18:25 - 18:30,108.72,0,108.72,108.72,108.71,2717,N.A.
18:30 - 18:35,108.73,0.01,108.72,108.73,108.71,2842,N.A.
18:35 - 18:40,108.74,0.01,108.73,108.74,108.72,2798,N.A.
18:40 - 18:45,108.74,0,108.74,108.75,108.73,2901,N.A.
18:45 - 18:50,108.74,0,108.74,108.74,108.71,2856,N.A.
18:50 - 18:55,108.75,0.01,108.74,108.76,108.74,2673,N.A.
18:55 - 19:00,108.74,-0.01,108.75,108.75,108.74,2639,N.A.
19:00 - 19:05,108.76,0.02,108.74,108.77,108.74,2627,N.A.
19:05 - 19:10,108.76,0,108.76,108.77,108.75,2807,N.A.
19:10 - 19:15,108.77,0.01,108.76,108.77,108.75,2716,N.A.
19:15 - 19:20,108.76,-0.01,108.77,108.77,108.76,2686,N.A.
19:20 - 19:25,108.76,0,108.76,108.76,108.76,2715,N.A.
19:25 - 19:30,108.76,0,108.76,108.78,108.76,2713,N.A.
19:30 - 19:35,108.77,0.01,108.76,108.77,108.76,2691,N.A.
19:35 - 19:40,108.77,0,108.77,108.77,108.76,2709,N.A.
19:40 - 19:45,108.76,-0.01,108.77,108.77,108.76,2679,N.A.
19:45 - 19:50,108.73,-0.03,108.76,108.76,108.73,2978,N.A.
19:50 - 19:55,108.75,0.02,108.73,108.76,108.73,2826,N.A.
19:55 - 20:00,108.75,0,108.75,108.75,108.74,2738,N.A.
20:00 - 20:05,108.79,0.04,108.75,108.81,108.73,3834,N.A.
20:05 - 20:10,108.82,0.03,108.79,108.82,108.79,3538,N.A.
20:10 - 20:15,108.84,0.02,108.82,108.86,108.8,4222,N.A.
20:15 - 20:20,108.86,0.02,108.84,108.87,108.84,3590,N.A.
