Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,133.84,-1.63,135.47,135.59,133.51,1384701,N.A.
14JUN2022_00:00:00.000000,,,,,,,
17:00 - 17:05,135.46,-0.01,135.47,135.47,135.45,2207,N.A.
17:05 - 17:10,135.45,-0.01,135.46,135.46,135.45,2695,N.A.
17:10 - 17:15,135.45,0,135.45,135.46,135.45,2622,N.A.
17:15 - 17:20,135.43,-0.02,135.45,135.46,135.39,2936,N.A.
17:20 - 17:25,135.43,0,135.43,135.43,135.42,2410,N.A.
17:25 - 17:30,135.42,-0.01,135.43,135.43,135.42,2468,N.A.
17:30 - 17:35,135.45,0.03,135.42,135.45,135.42,2840,N.A.
17:35 - 17:40,135.47,0.02,135.45,135.48,135.44,2914,N.A.
17:40 - 17:45,135.47,0,135.47,135.48,135.46,2963,N.A.
17:45 - 17:50,135.47,0,135.47,135.47,135.46,2937,N.A.
17:50 - 17:55,135.48,0.01,135.47,135.49,135.47,3301,N.A.
17:55 - 18:00,135.57,0.09,135.48,135.59,135.48,3459,N.A.
18:00 - 18:05,135.56,-0.01,135.57,135.58,135.55,3754,N.A.
18:05 - 18:10,135.52,-0.04,135.56,135.56,135.51,3811,N.A.
18:10 - 18:15,135.5,-0.02,135.52,135.52,135.5,3646,N.A.
18:15 - 18:20,135.39,-0.11,135.5,135.5,135.37,4714,N.A.
18:20 - 18:25,135.43,0.04,135.39,135.43,135.37,3867,N.A.
18:25 - 18:30,135.43,0,135.43,135.47,135.42,3150,N.A.
18:30 - 18:35,135.35,-0.08,135.43,135.43,135.34,3592,N.A.
18:35 - 18:40,135.33,-0.02,135.35,135.36,135.33,3124,N.A.
18:40 - 18:45,135.38,0.05,135.33,135.39,135.33,3890,N.A.
18:45 - 18:50,135.39,0.01,135.38,135.4,135.37,3010,N.A.
18:50 - 18:55,135.43,0.04,135.39,135.44,135.39,3348,N.A.
18:55 - 19:00,135.42,-0.01,135.43,135.44,135.42,3103,N.A.
19:00 - 19:05,135.33,-0.09,135.42,135.42,135.29,3580,N.A.
19:05 - 19:10,135.29,-0.04,135.33,135.35,135.29,3282,N.A.
19:10 - 19:15,135.24,-0.05,135.29,135.31,135.23,4025,N.A.
19:15 - 19:20,135.26,0.02,135.24,135.28,135.24,3592,N.A.
19:20 - 19:25,135.25,-0.01,135.26,135.29,135.24,3282,N.A.
19:25 - 19:30,135.24,-0.01,135.25,135.25,135.23,2940,N.A.
19:30 - 19:35,135.24,0,135.24,135.27,135.23,3360,N.A.
19:35 - 19:40,135.2,-0.04,135.24,135.24,135.17,3427,N.A.
19:40 - 19:45,135.2,0,135.2,135.2,135.18,3188,N.A.
19:45 - 19:50,135.28,0.08,135.2,135.28,135.18,3868,N.A.
19:50 - 19:55,135.35,0.07,135.28,135.36,135.28,4173,N.A.
19:55 - 20:00,135.27,-0.08,135.35,135.36,135.27,4206,N.A.
20:00 - 20:05,135.18,-0.09,135.27,135.31,135.14,6014,N.A.
20:05 - 20:10,135.06,-0.12,135.18,135.19,135.02,5849,N.A.
20:10 - 20:15,135.12,0.06,135.06,135.12,135.05,4600,N.A.
20:15 - 20:20,135.09,-0.03,135.12,135.17,135.08,4620,N.A.
20:20 - 20:25,135.03,-0.06,135.1,135.12,135.02,4790,N.A.
20:25 - 20:30,135.06,0.03,135.03,135.08,135.02,5046,N.A.
20:30 - 20:35,135.06,0,135.06,135.12,135.05,4475,N.A.
20:35 - 20:40,135.02,-0.04,135.06,135.08,135.02,4203,N.A.
20:40 - 20:45,135.07,0.05,135.02,135.08,134.98,4537,N.A.
20:45 - 20:50,135.08,0.01,135.07,135.11,135.03,4733,N.A.
20:50 - 20:55,134.97,-0.11,135.08,135.08,134.88,8593,N.A.
20:55 - 21:00,135.02,0.05,134.97,135.09,134.95,6963,N.A.
21:00 - 21:05,135.06,0.04,135.02,135.07,134.99,5880,N.A.
21:05 - 21:10,135.08,0.02,135.06,135.09,135.04,4669,N.A.
21:10 - 21:15,135.07,-0.01,135.08,135.17,135.02,6432,N.A.
21:15 - 21:20,135.16,0.09,135.07,135.21,135.04,6413,N.A.
21:20 - 21:25,135.08,-0.08,135.16,135.17,135.08,4942,N.A.
21:25 - 21:30,135.04,-0.04,135.08,135.09,135.03,4769,N.A.
21:30 - 21:35,135.12,0.08,135.04,135.14,135,5128,N.A.
21:35 - 21:40,135.13,0.01,135.12,135.15,135.09,4785,N.A.
21:40 - 21:45,135.16,0.03,135.13,135.17,135.11,4575,N.A.
21:45 - 21:50,135.15,-0.01,135.16,135.2,135.15,4192,N.A.
21:50 - 21:55,135.16,0.01,135.15,135.19,135.14,4402,N.A.
21:55 - 22:00,135.22,0.06,135.16,135.24,135.15,4141,N.A.
22:00 - 22:05,135.25,0.03,135.22,135.25,135.19,4330,N.A.
22:05 - 22:10,135.28,0.03,135.25,135.3,135.24,4157,N.A.
22:10 - 22:15,135.24,-0.04,135.28,135.28,135.24,3787,N.A.
22:15 - 22:20,135.2,-0.04,135.24,135.24,135.18,3758,N.A.
22:20 - 22:25,135.22,0.02,135.2,135.24,135.2,3856,N.A.
22:25 - 22:30,135.21,-0.01,135.22,135.26,135.21,3458,N.A.
22:30 - 22:35,135.2,-0.01,135.21,135.26,135.16,4265,N.A.
22:35 - 22:40,135.18,-0.02,135.2,135.2,135.17,3928,N.A.
22:40 - 22:45,135.18,0,135.18,135.18,135.15,3844,N.A.
22:45 - 22:50,135.21,0.03,135.18,135.21,135.18,3547,N.A.
22:50 - 22:55,135.18,-0.03,135.21,135.22,135.16,3626,N.A.
22:55 - 23:00,135.13,-0.05,135.18,135.18,135.09,4496,N.A.
23:00 - 23:05,135.13,0,135.13,135.16,135.12,3568,N.A.
23:05 - 23:10,135.13,0,135.13,135.14,135.12,3289,N.A.
23:10 - 23:15,135.15,0.02,135.13,135.15,135.13,3328,N.A.
23:15 - 23:20,135.05,-0.1,135.15,135.15,135.02,3850,N.A.
23:20 - 23:25,135.1,0.05,135.05,135.1,135.05,3652,N.A.
23:25 - 23:30,135.08,-0.02,135.1,135.11,135.06,3298,N.A.
23:30 - 23:35,135.09,0.01,135.08,135.11,135.07,4120,N.A.
23:35 - 23:40,135.08,-0.01,135.09,135.1,135.06,3639,N.A.
23:40 - 23:45,135.08,0,135.08,135.1,135.06,3653,N.A.
23:45 - 23:50,135.05,-0.03,135.08,135.08,135.04,3611,N.A.
23:50 - 23:55,135.01,-0.04,135.05,135.05,134.99,3631,N.A.
23:55 - 00:00,135.09,0.08,135.01,135.09,135.01,3808,N.A.
15JUN2022_00:00:00.000000,,,,,,,
00:00 - 00:05,135.08,-0.01,135.08,135.11,135.07,3861,N.A.
00:05 - 00:10,135.09,0.01,135.08,135.12,135.08,3545,N.A.
00:10 - 00:15,135.03,-0.06,135.09,135.09,135.03,3719,N.A.
00:15 - 00:20,135.03,0,135.03,135.05,135,3431,N.A.
00:20 - 00:25,135.07,0.04,135.03,135.08,135.03,3488,N.A.
00:25 - 00:30,135.08,0.01,135.07,135.1,135.07,3758,N.A.
00:30 - 00:35,135.06,-0.02,135.08,135.08,135.05,3532,N.A.
00:35 - 00:40,135.05,-0.01,135.06,135.08,135.05,3512,N.A.
00:40 - 00:45,135.08,0.03,135.05,135.08,135.04,3339,N.A.
00:45 - 00:50,135.06,-0.02,135.08,135.1,135.06,3495,N.A.
00:50 - 00:55,135.1,0.04,135.06,135.1,135.06,3460,N.A.
00:55 - 01:00,135.07,-0.03,135.1,135.14,135.06,4193,N.A.
01:00 - 01:05,135.09,0.02,135.07,135.11,135.07,3682,N.A.
01:05 - 01:10,134.93,-0.16,135.09,135.1,134.89,4786,N.A.
01:10 - 01:15,134.85,-0.08,134.93,134.97,134.8,7027,N.A.
01:15 - 01:20,134.92,0.07,134.85,134.92,134.85,4687,N.A.
01:20 - 01:25,134.92,0,134.92,134.93,134.87,4026,N.A.
01:25 - 01:30,134.94,0.02,134.92,134.99,134.92,4540,N.A.
01:30 - 01:35,135.03,0.09,134.94,135.04,134.92,5300,N.A.
01:35 - 01:40,135.04,0.01,135.03,135.11,135.01,5856,N.A.
01:40 - 01:45,135.05,0.01,135.04,135.06,135,4326,N.A.
01:45 - 01:50,134.89,-0.16,135.05,135.05,134.88,5033,N.A.
01:50 - 01:55,134.89,0,134.89,134.92,134.86,4755,N.A.
01:55 - 02:00,134.84,-0.05,134.89,134.89,134.82,5330,N.A.
02:00 - 02:05,134.7,-0.14,134.84,134.86,134.64,7384,N.A.
02:05 - 02:10,134.71,0.01,134.7,134.78,134.65,6554,N.A.
02:10 - 02:15,134.79,0.08,134.71,134.8,134.71,5859,N.A.
02:15 - 02:20,134.76,-0.03,134.79,134.83,134.75,5189,N.A.
02:20 - 02:25,134.7,-0.06,134.76,134.78,134.67,5661,N.A.
02:25 - 02:30,134.67,-0.03,134.7,134.73,134.59,5944,N.A.
02:30 - 02:35,134.58,-0.09,134.67,134.72,134.58,6154,N.A.
02:35 - 02:40,134.57,-0.01,134.58,134.62,134.52,5566,N.A.
