Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,4223.7,-22.89,4248.87,4251.89,4202.45,24300,N.A.
16JUN2021_00:00:00.000000,,,,,,,
09:30 - 09:35,4246.74,0.15,4248.87,4251.89,4245.78,300,N.A.
09:35 - 09:40,4247,0.26,4246.87,4249.09,4246.12,300,N.A.
09:40 - 09:45,4246.19,-0.81,4247.51,4247.51,4246.09,300,N.A.
09:45 - 09:50,4244.54,-1.65,4246.54,4246.89,4244.28,300,N.A.
09:50 - 09:55,4245.26,0.72,4245.01,4246.04,4244.53,300,N.A.
09:55 - 10:00,4245.6,0.34,4245.48,4246.23,4244.56,300,N.A.
10:00 - 10:05,4245.84,0.24,4245.78,4246.76,4244.67,300,N.A.
10:05 - 10:10,4246.37,0.53,4246.06,4248.22,4245.79,300,N.A.
10:10 - 10:15,4245.94,-0.43,4246.4,4247.14,4245.4,300,N.A.
10:15 - 10:20,4244.89,-1.05,4245.99,4246.34,4244.89,300,N.A.
10:20 - 10:25,4245.15,0.26,4244.91,4246.59,4244.72,300,N.A.
10:25 - 10:30,4245.59,0.44,4245.26,4245.8,4244.91,300,N.A.
10:30 - 10:35,4245.37,-0.22,4245.69,4246.15,4244.99,300,N.A.
10:35 - 10:40,4245.61,0.24,4245.2,4245.73,4244.68,300,N.A.
10:40 - 10:45,4244.25,-1.36,4245.54,4245.54,4243.63,300,N.A.
10:45 - 10:50,4243.92,-0.33,4244.25,4245.39,4243.72,300,N.A.
10:50 - 10:55,4244.03,0.11,4243.94,4244.65,4243.5,300,N.A.
10:55 - 11:00,4244.61,0.58,4244.15,4244.98,4243.79,300,N.A.
11:00 - 11:05,4244.83,0.22,4244.64,4245.62,4244.37,300,N.A.
11:05 - 11:10,4244.15,-0.68,4244.84,4245.07,4243.8,300,N.A.
11:10 - 11:15,4245.94,1.79,4244.13,4245.94,4243.7,300,N.A.
11:15 - 11:20,4248.02,2.08,4245.91,4248.03,4245.87,300,N.A.
11:20 - 11:25,4247.33,-0.69,4247.94,4248.15,4247.33,300,N.A.
11:25 - 11:30,4247.82,0.49,4247.33,4247.94,4246.85,300,N.A.
11:30 - 11:35,4246.11,-1.71,4247.78,4247.95,4246.06,300,N.A.
11:35 - 11:40,4245.11,-1,4246.08,4246.47,4244.92,300,N.A.
11:40 - 11:45,4245.34,0.23,4245.06,4245.63,4244.99,300,N.A.
11:45 - 11:50,4246.17,0.83,4245.34,4246.26,4245.08,300,N.A.
11:50 - 11:55,4245.69,-0.48,4246.14,4246.69,4245.67,300,N.A.
11:55 - 12:00,4245,-0.69,4245.62,4246.12,4244.97,300,N.A.
12:00 - 12:05,4244.5,-0.5,4245.26,4245.7,4244.46,300,N.A.
12:05 - 12:10,4242.46,-2.04,4244.47,4244.47,4242.36,300,N.A.
12:10 - 12:15,4240.14,-2.32,4242.46,4242.66,4239.98,300,N.A.
12:15 - 12:20,4239.77,-0.37,4240.14,4240.93,4239.5,300,N.A.
12:20 - 12:25,4237.21,-2.56,4239.77,4239.77,4237.21,300,N.A.
12:25 - 12:30,4237.83,0.62,4237.19,4238,4235.45,300,N.A.
12:30 - 12:35,4238.38,0.55,4237.78,4238.93,4237.75,300,N.A.
12:35 - 12:40,4235.69,-2.69,4238.4,4238.93,4235.69,300,N.A.
12:40 - 12:45,4237.13,1.44,4235.66,4237.71,4235.59,300,N.A.
12:45 - 12:50,4236.09,-1.04,4237.05,4237.05,4235.15,300,N.A.
12:50 - 12:55,4235.28,-0.81,4236.11,4236.21,4235.05,300,N.A.
12:55 - 13:00,4237.69,2.41,4235.46,4237.69,4235.4,300,N.A.
13:00 - 13:05,4236.23,-1.46,4237.71,4237.72,4236.22,300,N.A.
13:05 - 13:10,4236.25,0.02,4236.31,4237.08,4236.06,300,N.A.
13:10 - 13:15,4238.8,2.55,4236.32,4238.85,4236.32,300,N.A.
13:15 - 13:20,4236.29,-2.51,4238.79,4238.82,4236.29,300,N.A.
13:20 - 13:25,4234.96,-1.33,4236.24,4236.56,4234.83,300,N.A.
13:25 - 13:30,4233.69,-1.27,4235.07,4235.58,4232.82,300,N.A.
13:30 - 13:35,4236.35,2.66,4233.65,4236.59,4233.42,300,N.A.
