Time Interval,Close,Net Chg,Open,High,Low,Tick Count,Volume
Summary,4357.86,95.41,4288.14,4358.9,4251.99,24300,N.A.
16MAR2022_00:00:00.000000,,,,,,,
09:30 - 09:35,4309.53,47.08,4288.14,4310.01,4288.14,300,N.A.
09:35 - 09:40,4322.32,12.79,4309.8,4322.85,4309.75,300,N.A.
09:40 - 09:45,4325.59,3.27,4322.38,4326.16,4321.71,300,N.A.
09:45 - 09:50,4327.19,1.6,4325.69,4330.65,4325.69,300,N.A.
09:50 - 09:55,4320.99,-6.2,4327.58,4328.89,4320.14,300,N.A.
09:55 - 10:00,4322.34,1.35,4320.99,4325.82,4320.41,300,N.A.
10:00 - 10:05,4317.95,-4.39,4323.19,4326.07,4315.66,300,N.A.
10:05 - 10:10,4311.83,-6.12,4317.98,4318.6,4311.6,300,N.A.
10:10 - 10:15,4324.11,12.28,4311.36,4325.45,4311.19,300,N.A.
10:15 - 10:20,4342.09,17.98,4324.1,4347.06,4324.1,300,N.A.
10:20 - 10:25,4341.64,-0.45,4341.48,4344.41,4341.48,300,N.A.
10:25 - 10:30,4338.54,-3.1,4341.6,4343.79,4338.54,300,N.A.
10:30 - 10:35,4343.41,4.87,4338.67,4345.88,4337.99,300,N.A.
10:35 - 10:40,4340.68,-2.73,4343.54,4343.6,4334.88,300,N.A.
10:40 - 10:45,4329.49,-11.19,4341.03,4342.94,4325.88,300,N.A.
10:45 - 10:50,4331.67,2.18,4329.56,4332.83,4327.31,300,N.A.
10:50 - 10:55,4331.1,-0.57,4331.82,4335.24,4328.98,300,N.A.
10:55 - 11:00,4336.85,5.75,4331.31,4336.85,4326.72,300,N.A.
11:00 - 11:05,4337.26,0.41,4336.89,4337.67,4327.16,300,N.A.
11:05 - 11:10,4332.21,-5.05,4337.14,4338.31,4331.09,300,N.A.
11:10 - 11:15,4332.32,0.11,4332.48,4334.97,4332.03,300,N.A.
11:15 - 11:20,4331.87,-0.45,4332.39,4333.43,4328.98,300,N.A.
11:20 - 11:25,4332.11,0.24,4331.96,4334.18,4329.23,300,N.A.
11:25 - 11:30,4332.42,0.31,4332.16,4333.74,4331.59,300,N.A.
11:30 - 11:35,4334.26,1.84,4332.89,4334.89,4332.28,300,N.A.
11:35 - 11:40,4330.22,-4.04,4334.25,4334.47,4327.07,300,N.A.
11:40 - 11:45,4330.03,-0.19,4330.3,4330.41,4326.43,300,N.A.
11:45 - 11:50,4330.82,0.79,4329.98,4330.82,4327.56,300,N.A.
11:50 - 11:55,4333.06,2.24,4330.92,4334.25,4330.57,300,N.A.
11:55 - 12:00,4333.63,0.57,4333.02,4334.62,4331.03,300,N.A.
12:00 - 12:05,4337.67,4.04,4333.69,4338.93,4331.92,300,N.A.
12:05 - 12:10,4335.02,-2.65,4337.91,4337.98,4335.01,300,N.A.
12:10 - 12:15,4333.51,-1.51,4334.91,4335.46,4333.3,300,N.A.
12:15 - 12:20,4335.06,1.55,4333.76,4336.16,4333.21,300,N.A.
12:20 - 12:25,4333.58,-1.48,4335.06,4336.42,4333.54,300,N.A.
12:25 - 12:30,4332.91,-0.67,4333.02,4333.02,4329.22,300,N.A.
12:30 - 12:35,4333.16,0.25,4333.02,4334.12,4331.85,300,N.A.
12:35 - 12:40,4328.05,-5.11,4333.38,4333.76,4327.87,300,N.A.
12:40 - 12:45,4332.32,4.27,4327.97,4333.14,4326.62,300,N.A.
12:45 - 12:50,4317.05,-15.27,4332.34,4332.34,4315.84,300,N.A.
12:50 - 12:55,4318.85,1.8,4317.19,4320.89,4315.78,300,N.A.
12:55 - 13:00,4319.84,0.99,4318.75,4320.32,4316.82,300,N.A.
13:00 - 13:05,4316.96,-2.88,4320.1,4321.84,4316.48,300,N.A.
13:05 - 13:10,4308.27,-8.69,4316.86,4318.26,4307.77,300,N.A.
13:10 - 13:15,4307.42,-0.85,4308.18,4308.43,4304.15,300,N.A.
13:15 - 13:20,4308.41,0.99,4307.27,4309.4,4306.63,300,N.A.
13:20 - 13:25,4310.59,2.18,4308.71,4311.75,4305.32,300,N.A.
13:25 - 13:30,4309.59,-1,4310.6,4310.87,4308.16,300,N.A.
13:30 - 13:35,4314.78,5.19,4309.6,4316.31,4309.6,300,N.A.
13:35 - 13:40,4314.08,-0.7,4314.57,4317.08,4312.75,300,N.A.
13:40 - 13:45,4311.68,-2.4,4314.03,4314.37,4308.89,300,N.A.
13:45 - 13:50,4313.16,1.48,4311.6,4313.54,4310.42,300,N.A.
13:50 - 13:55,4315.39,2.23,4313.12,4315.77,4310.91,300,N.A.
13:55 - 14:00,4316.19,0.8,4315.43,4318.77,4314.51,300,N.A.
14:00 - 14:05,4294.69,-21.5,4310.97,4314.05,4293.78,300,N.A.
14:05 - 14:10,4279.63,-15.06,4295.15,4297.66,4279.63,300,N.A.
14:10 - 14:15,4270.26,-9.37,4278.9,4282.98,4269.27,300,N.A.
14:15 - 14:20,4286.25,15.99,4270.24,4286.25,4269.14,300,N.A.
14:20 - 14:25,4270.73,-15.52,4286.44,4287.63,4270.69,300,N.A.
14:25 - 14:30,4267.44,-3.29,4271.05,4278.15,4267.05,300,N.A.
14:30 - 14:35,4257.57,-9.87,4266.41,4266.44,4251.99,300,N.A.
14:35 - 14:40,4279.66,22.09,4257.56,4279.84,4253.21,300,N.A.
14:40 - 14:45,4295.58,15.92,4279.59,4297.34,4278.82,300,N.A.
14:45 - 14:50,4296.85,1.27,4295.51,4304.11,4290.9,300,N.A.
14:50 - 14:55,4306.04,9.19,4296.91,4307.1,4291.23,300,N.A.
14:55 - 15:00,4303.14,-2.9,4306.02,4316.64,4303.14,300,N.A.
15:00 - 15:05,4310.72,7.58,4304.36,4312.72,4297.96,300,N.A.
15:05 - 15:10,4305.09,-5.63,4310.67,4317.89,4301.29,300,N.A.
15:10 - 15:15,4313,7.91,4305.26,4313,4303.39,300,N.A.
15:15 - 15:20,4324.78,11.78,4313.06,4324.78,4307.83,300,N.A.
15:20 - 15:25,4331.1,6.32,4324.71,4333.38,4323.77,300,N.A.
15:25 - 15:30,4333.2,2.1,4331.61,4335.8,4330.47,300,N.A.
15:30 - 15:35,4327.55,-5.65,4333.36,4333.45,4322.57,300,N.A.
15:35 - 15:40,4330.57,3.02,4326.96,4330.57,4323.96,300,N.A.
15:40 - 15:45,4328.55,-2.02,4329.96,4331.79,4326.32,300,N.A.
15:45 - 15:50,4341.46,12.91,4328.39,4341.81,4327.26,300,N.A.
15:50 - 15:55,4345.12,3.66,4343.2,4346.85,4340.04,300,N.A.
